SampleID,Run,Interval,Light_Value,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope,Avg_Blank_Slope,Blank_Corrected_Slope
MC-211-A1,1,1,0,301,255.512,249.532,70.498,85.497,249.436,256.052,-0.573648004751277,-0.08532853471328651,-0.4883194700379905
MC-211-A1,1,2,155,231,197.055,200.275,0,11.497,196.895,200.465,0.33921818370319085,-0.10425252965221793,0.4434707133554088
MC-211-A1,1,3,269,201,200.676,206.349,12.497,22.497,200.654,206.466,0.5898131942550155,-0.09321195766880788,0.6830251519238234
MC-211-A1,1,4,472,221,207.246,216.448,23.497,34.497,207.167,216.662,0.8890097906292376,-0.09917094573951775,0.9881807363687554
MC-211-A1,1,5,824,221,217.601,228.937,35.498,46.497,217.495,228.937,1.0475326036538595,-0.10201069939719426,1.1495433030510538
MC-211-A1,1,6,1017,201,230.136,240.996,47.497,57.498,230.023,240.996,1.1138479243518968,-0.1035655688819086,1.2174134932338054
MC-211-A1,1,7,1313,221,242.181,254.387,58.497,69.498,242.132,254.387,1.1278312591696713,-0.10949362442610198,1.2373248835957733
PC-247-A3,2,1,0,300,258.594,249.884,179.514,194.464,249.884,261.043,-0.9471084695899143,-0.08532853471328651,-0.8617799348766279
PC-247-A3,2,2,155,200,195.421,195.905,113.514,123.464,195.116,196.029,0.06297130108508209,-0.10425252965221793,0.16722383073730002
PC-247-A3,2,3,269,200,195.902,200.434,124.514,134.464,195.844,200.562,0.5261054484733542,-0.09321195766880788,0.619317406142162
PC-247-A3,2,4,472,200,201.066,210.076,135.514,145.464,201.066,210.076,0.9613106965274164,-0.09917094573951775,1.060481642266934
PC-247-A3,2,5,824,200,211.033,223.274,146.514,156.464,211.033,223.274,1.2881914952945277,-0.10201069939719426,1.390202194691722
PC-247-A3,2,6,1017,200,224.599,239.393,157.514,167.464,224.599,239.393,1.4758433654727303,-0.1035655688819086,1.579408934354639
PC-247-A3,2,7,1313,200,240.784,257.183,168.514,178.464,240.784,257.183,1.6712849990884169,-0.10949362442610198,1.7807786235145189
PC-27-A3,3,1,0,300,240.767,233.466,283.514,298.464,233.347,240.985,-0.5909790814921972,-0.08532853471328651,-0.5056505467789107
PC-27-A3,3,2,155,210,200.483,196.212,216.008,226.464,195.752,200.483,0.035506708407870485,-0.10425252965221793,0.13975923806008841
PC-27-A3,3,3,269,200,196.351,199.405,227.514,237.464,196.126,199.423,0.3408015583686018,-0.09321195766880788,0.4340135160374097
PC-27-A3,3,4,472,200,199.726,205.827,238.514,248.464,199.724,205.827,0.638206114162877,-0.09917094573951775,0.7373770599023948
PC-27-A3,3,5,824,200,206.564,214.741,249.514,259.464,206.347,214.82,0.8616655868314078,-0.10201069939719426,0.9636762862286021
PC-27-A3,3,6,1017,200,215.703,226.013,260.514,270.464,215.703,226.013,1.02032307342406,-0.1035655688819086,1.1238886423059686
PC-27-A3,3,7,1313,200,227.073,238.264,271.514,281.464,226.913,238.304,1.143230733839429,-0.10949362442610198,1.252724358265531
PC-242-A3,4,1,0,300,297.511,282.111,383.53,398.48,281.966,299.055,-1.3777677912916975,-0.08532853471328651,-1.2924392565784109
PC-242-A3,4,2,155,200,200.01,198.259,315.531,325.48,197.341,200.027,0.08810455004148372,-0.10425252965221793,0.19235707969370164
PC-242-A3,4,3,269,200,198.294,205.806,326.531,336.48,198.294,205.806,0.823039165414513,-0.09321195766880788,0.9162511230833209
PC-242-A3,4,4,472,220,206.699,222.359,337.53,348.481,206.686,222.359,1.508597391588979,-0.09917094573951775,1.6077683373284968
PC-242-A3,4,5,824,200,223.992,242.742,349.531,359.481,223.992,242.814,1.9083044671873808,-0.10201069939719426,2.010315166584575
PC-242-A3,4,6,1017,200,244.717,266.429,360.53,370.48,244.717,266.429,2.1944303703049033,-0.1035655688819086,2.297995939186812
PC-242-A3,4,7,1313,200,268.628,292.437,371.531,381.48,268.628,292.545,2.418445754940129,-0.10949362442610198,2.527939379366231
PC-242-H3,5,1,0,300,208.849,204.472,498.514,513.464,204.38,209.539,-0.41887881079128875,-0.08532853471328651,-0.33355027607800225
PC-242-H3,5,2,155,200,195.991,196.427,432.514,442.464,195.522,196.47,0.06590657676934973,-0.10425252965221793,0.17015910642156767
PC-242-H3,5,3,269,200,196.439,198.058,443.514,453.464,196.277,198.19,0.17544378221149498,-0.09321195766880788,0.2686557398803029
PC-242-H3,5,4,472,200,198.28,200.639,454.514,464.464,198.12,200.703,0.23803257588267301,-0.09917094573951775,0.33720352162219075
PC-242-H3,5,5,824,200,200.944,203.495,465.514,475.464,200.871,203.637,0.2666462308820259,-0.10201069939719426,0.36865693027922014
PC-242-H3,5,6,1017,200,203.643,206.236,476.514,486.464,203.621,206.466,0.2547291484931896,-0.1035655688819086,0.3582947173750982
PC-242-H3,5,7,1313,200,206.391,208.752,487.514,497.464,206.391,208.759,0.20118411880350678,-0.10949362442610198,0.3106777432296088
MC-204-H1,6,1,0,360,212.959,205.798,596.53,614.481,205.642,213.282,-0.5012508307167942,-0.08532853471328651,-0.4159222960035077
MC-204-H1,6,2,155,193,188.163,186.907,530.878,540.48,186.41,188.163,-0.02341893779830202,-0.10425252965221793,0.0808335918539159
MC-204-H1,6,3,269,200,186.968,189.825,541.53,551.481,186.791,189.909,0.3053422289279242,-0.09321195766880788,0.39855418659673203
MC-204-H1,6,4,472,200,190.012,194.947,552.53,562.481,190.012,195.117,0.5093661810024467,-0.09917094573951775,0.6085371267419645
MC-204-H1,6,5,824,200,195.486,201.015,563.53,573.481,195.422,201.015,0.5510552867446308,-0.10201069939719426,0.6530659861418251
MC-204-H1,6,6,1017,200,201.444,206.883,574.531,584.48,201.444,206.883,0.5202597793864593,-0.1035655688819086,0.6238253482683679
MC-204-H1,6,7,1313,200,207.295,212.098,585.531,595.481,207.213,212.134,0.4887015360831562,-0.10949362442610198,0.5981951605092581
MC-206-H2,7,1,0,300,212.747,207.792,699.531,714.481,207.715,213.843,-0.5629364015433677,-0.08532853471328651,-0.47760786683008116
MC-206-H2,7,2,155,200,185.498,183.173,632.522,642.481,183.102,185.498,-0.03752037057569215,-0.10425252965221793,0.06673215907652577
MC-206-H2,7,3,269,200,183.397,185.767,643.53,653.481,183.216,186.048,0.30382749315679175,-0.09321195766880788,0.39703945082559966
MC-206-H2,7,4,472,220,186.339,191.722,654.531,665.481,186.225,191.762,0.5432020389509672,-0.09917094573951775,0.642372984690485
MC-206-H2,7,5,824,200,192.338,198.583,666.531,676.48,192.222,198.583,0.6263744488954293,-0.10201069939719426,0.7283851482926236
MC-206-H2,7,6,1017,200,198.911,205.473,677.531,687.481,198.911,205.497,0.6435732096755412,-0.1035655688819086,0.7471387785574498
MC-206-H2,7,7,1313,200,206.071,212.216,688.53,698.48,206.067,212.216,0.6169203173527872,-0.10949362442610198,0.7264139417788892
MC-214-H3,8,1,0,300,183.994,178.707,799.531,814.48,178.673,184.1,-0.3773520295610321,-0.08532853471328651,-0.2920234948477456
MC-214-H3,8,2,155,214,180.494,176.538,731.834,742.48,176.351,180.494,-0.16563487036878308,-0.10425252965221793,-0.06138234071656515
MC-214-H3,8,3,269,200,176.356,176.12,743.53,753.48,175.718,176.416,-0.0018721478864202575,-0.09321195766880788,0.09133980978238762
MC-214-H3,8,4,472,200,176.215,177.19,754.53,764.48,175.89,177.419,0.15232607702391274,-0.09917094573951775,0.2514970227634305
