 ,Area,Mean,StdDev,Min,Max,Filename
446,307200,34.460,38.833,0,175,tiff_images-copy0444.tif
447,307200,94.298,117.385,0,494,tiff_images-copy0445.tif
448,307200,1042.997,134.149,523,1274,tiff_images-copy0446.tif
449,307200,0.000,0.000,0,0,tiff_images-copy0447.tif
450,307200,34.460,38.833,0,175,tiff_images-copy0448.tif
451,307200,94.298,117.385,0,494,tiff_images-copy0449.tif
452,307200,32.958,39.520,0,189,tiff_images-copy0450.tif
453,307200,62.329,85.871,0,312,tiff_images-copy0451.tif
454,307200,1042.997,134.149,523,1274,tiff_images-copy0452.tif
455,307200,0.000,0.000,0,0,tiff_images-copy0453.tif
456,307200,32.958,39.520,0,189,tiff_images-copy0454.tif
457,307200,62.329,85.871,0,312,tiff_images-copy0455.tif
458,307200,26.886,39.407,0,177,tiff_images-copy0456.tif
459,307200,43.803,69.899,0,274,tiff_images-copy0457.tif
460,307200,1042.997,134.149,523,1274,tiff_images-copy0458.tif
461,307200,0.000,0.000,0,0,tiff_images-copy0459.tif
462,307200,26.886,39.407,0,177,tiff_images-copy0460.tif
463,307200,43.803,69.899,0,274,tiff_images-copy0461.tif
464,307200,26.222,33.868,0,156,tiff_images-copy0462.tif
465,307200,54.303,82.531,0,414,tiff_images-copy0463.tif
466,307200,1042.997,134.149,523,1274,tiff_images-copy0464.tif
467,307200,0.000,0.000,0,0,tiff_images-copy0465.tif
468,307200,26.222,33.868,0,156,tiff_images-copy0466.tif
469,307200,54.303,82.531,0,414,tiff_images-copy0467.tif
470,307200,39.130,36.780,0,164,tiff_images-copy0468.tif
471,307200,97.994,108.045,0,424,tiff_images-copy0469.tif
472,307200,1042.997,134.149,523,1274,tiff_images-copy0470.tif
473,307200,0.000,0.000,0,0,tiff_images-copy0471.tif
474,307200,39.130,36.780,0,164,tiff_images-copy0472.tif
475,307200,97.994,108.045,0,424,tiff_images-copy0473.tif
476,307200,31.501,36.864,0,178,tiff_images-copy0474.tif
477,307200,70.755,104.041,0,459,tiff_images-copy0475.tif
478,307200,1042.997,134.149,523,1274,tiff_images-copy0476.tif
479,307200,0.000,0.000,0,0,tiff_images-copy0477.tif
480,307200,31.501,36.864,0,178,tiff_images-copy0478.tif
481,307200,70.755,104.041,0,459,tiff_images-copy0479.tif
482,307200,34.100,37.716,0,200,tiff_images-copy0480.tif
483,307200,82.081,97.360,0,457,tiff_images-copy0481.tif
484,307200,1042.997,134.149,523,1274,tiff_images-copy0482.tif
485,307200,0.000,0.000,0,0,tiff_images-copy0483.tif
486,307200,34.100,37.716,0,200,tiff_images-copy0484.tif
487,307200,82.081,97.360,0,457,tiff_images-copy0485.tif
488,307200,34.227,42.496,0,199,tiff_images-copy0486.tif
489,307200,50.174,74.110,0,280,tiff_images-copy0487.tif
490,307200,1042.997,134.149,523,1274,tiff_images-copy0488.tif
491,307200,0.000,0.000,0,0,tiff_images-copy0489.tif
492,307200,34.227,42.496,0,199,tiff_images-copy0490.tif
493,307200,50.174,74.110,0,280,tiff_images-copy0491.tif
494,307200,29.740,38.591,0,198,tiff_images-copy0492.tif
495,307200,64.913,94.116,0,483,tiff_images-copy0493.tif
496,307200,1042.997,134.149,523,1274,tiff_images-copy0494.tif
497,307200,0.000,0.000,0,0,tiff_images-copy0495.tif
498,307200,29.740,38.591,0,198,tiff_images-copy0496.tif
499,307200,64.913,94.116,0,483,tiff_images-copy0497.tif
500,307200,30.723,43.419,0,214,tiff_images-copy0498.tif
501,307200,60.144,93.863,0,409,tiff_images-copy0499.tif
502,307200,1042.997,134.149,523,1274,tiff_images-copy0500.tif
503,307200,0.000,0.000,0,0,tiff_images-copy0501.tif
504,307200,30.723,43.419,0,214,tiff_images-copy0502.tif
505,307200,60.144,93.863,0,409,tiff_images-copy0503.tif
506,307200,22.227,30.131,0,155,tiff_images-copy0504.tif
507,307200,60.814,103.541,0,444,tiff_images-copy0505.tif
508,307200,1042.997,134.149,523,1274,tiff_images-copy0506.tif
509,307200,0.000,0.000,0,0,tiff_images-copy0507.tif
510,307200,22.227,30.131,0,155,tiff_images-copy0508.tif
511,307200,60.814,103.541,0,444,tiff_images-copy0509.tif
512,307200,43.112,56.330,0,217,tiff_images-copy0510.tif
513,307200,71.520,104.091,0,380,tiff_images-copy0511.tif
514,307200,1042.997,134.149,523,1274,tiff_images-copy0512.tif
515,307200,0.000,0.000,0,0,tiff_images-copy0513.tif
516,307200,43.112,56.330,0,217,tiff_images-copy0514.tif
517,307200,71.520,104.091,0,380,tiff_images-copy0515.tif
518,307200,30.515,36.955,0,155,tiff_images-copy0516.tif
519,307200,66.887,101.101,0,372,tiff_images-copy0517.tif
520,307200,1042.997,134.149,523,1274,tiff_images-copy0518.tif
521,307200,0.000,0.000,0,0,tiff_images-copy0519.tif
522,307200,30.515,36.955,0,155,tiff_images-copy0520.tif
523,307200,66.887,101.101,0,372,tiff_images-copy0521.tif
524,307200,33.144,34.783,0,150,tiff_images-copy0522.tif
525,307200,64.796,98.168,0,357,tiff_images-copy0523.tif
526,307200,1042.997,134.149,523,1274,tiff_images-copy0524.tif
527,307200,0.000,0.000,0,0,tiff_images-copy0525.tif
528,307200,33.144,34.783,0,150,tiff_images-copy0526.tif
529,307200,64.796,98.168,0,357,tiff_images-copy0527.tif
530,307200,29.264,40.786,0,187,tiff_images-copy0528.tif
531,307200,48.113,76.574,0,355,tiff_images-copy0529.tif
532,307200,1042.997,134.149,523,1274,tiff_images-copy0530.tif
533,307200,0.000,0.000,0,0,tiff_images-copy0531.tif
534,307200,29.264,40.786,0,187,tiff_images-copy0532.tif
535,307200,48.113,76.574,0,355,tiff_images-copy0533.tif
536,307200,30.500,38.551,0,154,tiff_images-copy0534.tif
537,307200,65.778,96.679,0,362,tiff_images-copy0535.tif
538,307200,1042.997,134.149,523,1274,tiff_images-copy0536.tif
539,307200,0.000,0.000,0,0,tiff_images-copy0537.tif
540,307200,30.500,38.551,0,154,tiff_images-copy0538.tif
541,307200,65.778,96.679,0,362,tiff_images-copy0539.tif
542,307200,26.593,42.664,0,214,tiff_images-copy0540.tif
543,307200,49.996,89.201,0,375,tiff_images-copy0541.tif
544,307200,1042.997,134.149,523,1274,tiff_images-copy0542.tif
545,307200,0.000,0.000,0,0,tiff_images-copy0543.tif
546,307200,26.593,42.664,0,214,tiff_images-copy0544.tif
547,307200,49.996,89.201,0,375,tiff_images-copy0545.tif
548,307200,30.717,44.112,0,190,tiff_images-copy0546.tif
549,307200,67.491,110.258,0,431,tiff_images-copy0547.tif
550,307200,1042.997,134.149,523,1274,tiff_images-copy0548.tif
551,307200,0.000,0.000,0,0,tiff_images-copy0549.tif
552,307200,30.717,44.112,0,190,tiff_images-copy0550.tif
553,307200,67.491,110.258,0,431,tiff_images-copy0551.tif
554,307200,30.350,43.385,0,208,tiff_images-copy0552.tif
555,307200,47.867,81.115,0,375,tiff_images-copy0553.tif
556,307200,1042.997,134.149,523,1274,tiff_images-copy0554.tif
557,307200,0.000,0.000,0,0,tiff_images-copy0555.tif
558,307200,30.350,43.385,0,208,tiff_images-copy0556.tif
559,307200,47.867,81.115,0,375,tiff_images-copy0557.tif
560,307200,27.719,37.224,0,173,tiff_images-copy0558.tif
561,307200,74.470,113.341,0,425,tiff_images-copy0559.tif
562,307200,1042.997,134.149,523,1274,tiff_images-copy0560.tif
563,307200,0.000,0.000,0,0,tiff_images-copy0561.tif
564,307200,27.719,37.224,0,173,tiff_images-copy0562.tif
565,307200,74.470,113.341,0,425,tiff_images-copy0563.tif
566,307200,33.124,48.811,0,238,tiff_images-copy0564.tif
567,307200,80.422,125.650,0,515,tiff_images-copy0565.tif
568,307200,1042.997,134.149,523,1274,tiff_images-copy0566.tif
569,307200,0.000,0.000,0,0,tiff_images-copy0567.tif
570,307200,33.124,48.811,0,238,tiff_images-copy0568.tif
571,307200,80.422,125.650,0,515,tiff_images-copy0569.tif
572,307200,31.355,41.880,0,177,tiff_images-copy0570.tif
573,307200,75.611,116.125,0,430,tiff_images-copy0571.tif
574,307200,1042.997,134.149,523,1274,tiff_images-copy0572.tif
575,307200,0.000,0.000,0,0,tiff_images-copy0573.tif
576,307200,31.355,41.880,0,177,tiff_images-copy0574.tif
577,307200,75.611,116.125,0,430,tiff_images-copy0575.tif
578,307200,28.844,36.486,0,145,tiff_images-copy0576.tif
579,307200,82.547,122.174,0,435,tiff_images-copy0577.tif
580,307200,1042.997,134.149,523,1274,tiff_images-copy0578.tif
581,307200,0.000,0.000,0,0,tiff_images-copy0579.tif
582,307200,28.844,36.486,0,145,tiff_images-copy0580.tif
583,307200,82.547,122.174,0,435,tiff_images-copy0581.tif
584,307200,26.888,36.684,0,175,tiff_images-copy0582.tif
585,307200,65.156,105.391,0,421,tiff_images-copy0583.tif
586,307200,1042.997,134.149,523,1274,tiff_images-copy0584.tif
587,307200,0.000,0.000,0,0,tiff_images-copy0585.tif
588,307200,26.888,36.684,0,175,tiff_images-copy0586.tif
589,307200,65.156,105.391,0,421,tiff_images-copy0587.tif
590,307200,18.638,25.815,0,132,tiff_images-copy0588.tif
591,307200,46.900,81.008,0,377,tiff_images-copy0589.tif
592,307200,1042.997,134.149,523,1274,tiff_images-copy0590.tif
593,307200,0.000,0.000,0,0,tiff_images-copy0591.tif
594,307200,18.638,25.815,0,132,tiff_images-copy0592.tif
595,307200,46.900,81.008,0,377,tiff_images-copy0593.tif
596,307200,29.956,34.367,0,138,tiff_images-copy0594.tif
597,307200,90.616,125.449,0,415,tiff_images-copy0595.tif
598,307200,1042.997,134.149,523,1274,tiff_images-copy0596.tif
599,307200,0.000,0.000,0,0,tiff_images-copy0597.tif
600,307200,29.956,34.367,0,138,tiff_images-copy0598.tif
601,307200,90.616,125.449,0,415,tiff_images-copy0599.tif
602,307200,42.267,51.772,0,210,tiff_images-copy0600.tif
603,307200,66.754,103.543,0,411,tiff_images-copy0601.tif
604,307200,1042.997,134.149,523,1274,tiff_images-copy0602.tif
605,307200,0.000,0.000,0,0,tiff_images-copy0603.tif
606,307200,42.267,51.772,0,210,tiff_images-copy0604.tif
607,307200,66.754,103.543,0,411,tiff_images-copy0605.tif
608,307200,23.958,31.998,0,255,tiff_images-copy0606.tif
609,307200,48.808,83.703,0,544,tiff_images-copy0607.tif
610,307200,1042.997,134.149,523,1274,tiff_images-copy0608.tif
611,307200,0.000,0.000,0,0,tiff_images-copy0609.tif
612,307200,23.958,31.998,0,255,tiff_images-copy0610.tif
613,307200,48.808,83.703,0,544,tiff_images-copy0611.tif
614,307200,44.223,53.336,0,238,tiff_images-copy0612.tif
615,307200,75.524,116.762,0,431,tiff_images-copy0613.tif
616,307200,1042.997,134.149,523,1274,tiff_images-copy0614.tif
617,307200,0.000,0.000,0,0,tiff_images-copy0615.tif
618,307200,44.223,53.336,0,238,tiff_images-copy0616.tif
619,307200,75.524,116.762,0,431,tiff_images-copy0617.tif
620,307200,16.895,27.269,0,165,tiff_images-copy0618.tif
621,307200,47.891,93.285,0,446,tiff_images-copy0619.tif
622,307200,1042.997,134.149,523,1274,tiff_images-copy0620.tif
623,307200,0.000,0.000,0,0,tiff_images-copy0621.tif
624,307200,16.895,27.269,0,165,tiff_images-copy0622.tif
625,307200,47.891,93.285,0,446,tiff_images-copy0623.tif
626,307200,30.834,41.123,0,224,tiff_images-copy0624.tif
627,307200,76.316,115.093,0,548,tiff_images-copy0625.tif
628,307200,1042.997,134.149,523,1274,tiff_images-copy0626.tif
629,307200,0.000,0.000,0,0,tiff_images-copy0627.tif
630,307200,30.834,41.123,0,224,tiff_images-copy0628.tif
631,307200,76.316,115.093,0,548,tiff_images-copy0629.tif
632,307200,38.181,43.086,0,154,tiff_images-copy0630.tif
633,307200,89.685,113.014,0,388,tiff_images-copy0631.tif
634,307200,1042.997,134.149,523,1274,tiff_images-copy0632.tif
635,307200,0.000,0.000,0,0,tiff_images-copy0633.tif
636,307200,38.181,43.086,0,154,tiff_images-copy0634.tif
637,307200,89.685,113.014,0,388,tiff_images-copy0635.tif
638,307200,29.655,43.941,0,217,tiff_images-copy0636.tif
639,307200,69.813,113.822,0,468,tiff_images-copy0637.tif
640,307200,1042.997,134.149,523,1274,tiff_images-copy0638.tif
641,307200,0.000,0.000,0,0,tiff_images-copy0639.tif
642,307200,29.655,43.941,0,217,tiff_images-copy0640.tif
643,307200,69.813,113.822,0,468,tiff_images-copy0641.tif
644,307200,18.793,28.064,0,152,tiff_images-copy0642.tif
645,307200,46.994,85.034,0,387,tiff_images-copy0643.tif
646,307200,1042.997,134.149,523,1274,tiff_images-copy0644.tif
647,307200,0.000,0.000,0,0,tiff_images-copy0645.tif
648,307200,18.793,28.064,0,152,tiff_images-copy0646.tif
649,307200,46.994,85.034,0,387,tiff_images-copy0647.tif
650,307200,23.813,32.574,0,139,tiff_images-copy0648.tif
651,307200,61.030,98.379,0,382,tiff_images-copy0649.tif
652,307200,1042.997,134.149,523,1274,tiff_images-copy0650.tif
653,307200,0.000,0.000,0,0,tiff_images-copy0651.tif
654,307200,23.813,32.574,0,139,tiff_images-copy0652.tif
655,307200,61.030,98.379,0,382,tiff_images-copy0653.tif
656,307200,23.775,34.212,0,180,tiff_images-copy0654.tif
657,307200,48.118,85.885,0,412,tiff_images-copy0655.tif
658,307200,1042.997,134.149,523,1274,tiff_images-copy0656.tif
659,307200,0.000,0.000,0,0,tiff_images-copy0657.tif
660,307200,23.775,34.212,0,180,tiff_images-copy0658.tif
661,307200,48.118,85.885,0,412,tiff_images-copy0659.tif
662,307200,31.239,41.699,0,151,tiff_images-copy0660.tif
663,307200,69.013,103.421,0,361,tiff_images-copy0661.tif
664,307200,1042.997,134.149,523,1274,tiff_images-copy0662.tif
665,307200,0.000,0.000,0,0,tiff_images-copy0663.tif
666,307200,31.239,41.699,0,151,tiff_images-copy0664.tif
667,307200,69.013,103.421,0,361,tiff_images-copy0665.tif
668,307200,31.797,41.862,0,217,tiff_images-copy0666.tif
669,307200,54.689,93.411,0,439,tiff_images-copy0667.tif
670,307200,1042.997,134.149,523,1274,tiff_images-copy0668.tif
671,307200,0.000,0.000,0,0,tiff_images-copy0669.tif
672,307200,31.797,41.862,0,217,tiff_images-copy0670.tif
673,307200,54.689,93.411,0,439,tiff_images-copy0671.tif
674,307200,24.081,32.071,0,138,tiff_images-copy0672.tif
675,307200,53.719,89.462,0,368,tiff_images-copy0673.tif
676,307200,1042.997,134.149,523,1274,tiff_images-copy0674.tif
677,307200,0.000,0.000,0,0,tiff_images-copy0675.tif
678,307200,24.081,32.071,0,138,tiff_images-copy0676.tif
679,307200,53.719,89.462,0,368,tiff_images-copy0677.tif
680,307200,34.804,47.809,0,234,tiff_images-copy0678.tif
681,307200,80.541,117.881,0,453,tiff_images-copy0679.tif
682,307200,1042.997,134.149,523,1274,tiff_images-copy0680.tif
683,307200,0.000,0.000,0,0,tiff_images-copy0681.tif
684,307200,34.804,47.809,0,234,tiff_images-copy0682.tif
685,307200,80.541,117.881,0,453,tiff_images-copy0683.tif
686,307200,22.082,33.426,0,175,tiff_images-copy0684.tif
687,307200,57.789,104.086,0,456,tiff_images-copy0685.tif
688,307200,1042.997,134.149,523,1274,tiff_images-copy0686.tif
689,307200,0.000,0.000,0,0,tiff_images-copy0687.tif
690,307200,22.082,33.426,0,175,tiff_images-copy0688.tif
691,307200,57.789,104.086,0,456,tiff_images-copy0689.tif
692,307200,24.670,30.350,0,162,tiff_images-copy0690.tif
693,307200,43.249,80.042,0,376,tiff_images-copy0691.tif
694,307200,1042.997,134.149,523,1274,tiff_images-copy0692.tif
695,307200,0.000,0.000,0,0,tiff_images-copy0693.tif
696,307200,24.670,30.350,0,162,tiff_images-copy0694.tif
697,307200,43.249,80.042,0,376,tiff_images-copy0695.tif
698,307200,19.252,28.500,0,165,tiff_images-copy0696.tif
699,307200,44.248,83.041,0,412,tiff_images-copy0697.tif
700,307200,1042.997,134.149,523,1274,tiff_images-copy0698.tif
701,307200,0.000,0.000,0,0,tiff_images-copy0699.tif
702,307200,19.252,28.500,0,165,tiff_images-copy0700.tif
703,307200,44.248,83.041,0,412,tiff_images-copy0701.tif
704,307200,34.901,44.873,0,209,tiff_images-copy0702.tif
705,307200,52.039,96.331,0,400,tiff_images-copy0703.tif
706,307200,1042.997,134.149,523,1274,tiff_images-copy0704.tif
707,307200,0.000,0.000,0,0,tiff_images-copy0705.tif
708,307200,34.901,44.873,0,209,tiff_images-copy0706.tif
709,307200,52.039,96.331,0,400,tiff_images-copy0707.tif
710,307200,19.670,29.984,0,169,tiff_images-copy0708.tif
711,307200,43.916,85.779,0,454,tiff_images-copy0709.tif
712,307200,1042.997,134.149,523,1274,tiff_images-copy0710.tif
713,307200,0.000,0.000,0,0,tiff_images-copy0711.tif
714,307200,19.670,29.984,0,169,tiff_images-copy0712.tif
715,307200,43.916,85.779,0,454,tiff_images-copy0713.tif
716,307200,24.791,29.567,0,124,tiff_images-copy0714.tif
717,307200,62.447,109.941,0,409,tiff_images-copy0715.tif
718,307200,1042.997,134.149,523,1274,tiff_images-copy0716.tif
719,307200,0.000,0.000,0,0,tiff_images-copy0717.tif
720,307200,24.791,29.567,0,124,tiff_images-copy0718.tif
721,307200,62.447,109.941,0,409,tiff_images-copy0719.tif
722,307200,18.559,25.163,0,109,tiff_images-copy0720.tif
723,307200,50.361,89.499,0,352,tiff_images-copy0721.tif
724,307200,1042.997,134.149,523,1274,tiff_images-copy0722.tif
725,307200,0.000,0.000,0,0,tiff_images-copy0723.tif
726,307200,18.559,25.163,0,109,tiff_images-copy0724.tif
727,307200,50.361,89.499,0,352,tiff_images-copy0725.tif
728,307200,27.720,37.798,0,151,tiff_images-copy0726.tif
729,307200,61.271,96.284,0,376,tiff_images-copy0727.tif
730,307200,1042.997,134.149,523,1274,tiff_images-copy0728.tif
731,307200,0.000,0.000,0,0,tiff_images-copy0729.tif
732,307200,27.720,37.798,0,151,tiff_images-copy0730.tif
733,307200,61.271,96.284,0,376,tiff_images-copy0731.tif
734,307200,21.734,28.105,0,152,tiff_images-copy0732.tif
735,307200,49.051,86.282,0,374,tiff_images-copy0733.tif
736,307200,1042.997,134.149,523,1274,tiff_images-copy0734.tif
737,307200,0.000,0.000,0,0,tiff_images-copy0735.tif
738,307200,21.734,28.105,0,152,tiff_images-copy0736.tif
739,307200,49.051,86.282,0,374,tiff_images-copy0737.tif
740,307200,23.762,32.846,0,135,tiff_images-copy0738.tif
741,307200,62.104,97.049,0,386,tiff_images-copy0739.tif
742,307200,1042.997,134.149,523,1274,tiff_images-copy0740.tif
743,307200,0.000,0.000,0,0,tiff_images-copy0741.tif
744,307200,23.762,32.846,0,135,tiff_images-copy0742.tif
745,307200,62.104,97.049,0,386,tiff_images-copy0743.tif
746,307200,29.173,40.187,0,180,tiff_images-copy0744.tif
747,307200,55.128,102.138,0,424,tiff_images-copy0745.tif
748,307200,1042.997,134.149,523,1274,tiff_images-copy0746.tif
749,307200,0.000,0.000,0,0,tiff_images-copy0747.tif
750,307200,29.173,40.187,0,180,tiff_images-copy0748.tif
751,307200,55.128,102.138,0,424,tiff_images-copy0749.tif
752,307200,24.253,40.270,0,213,tiff_images-copy0750.tif
753,307200,53.897,96.472,0,425,tiff_images-copy0751.tif
754,307200,1042.997,134.149,523,1274,tiff_images-copy0752.tif
755,307200,0.000,0.000,0,0,tiff_images-copy0753.tif
756,307200,24.253,40.270,0,213,tiff_images-copy0754.tif
757,307200,53.897,96.472,0,425,tiff_images-copy0755.tif
758,307200,29.858,36.445,0,191,tiff_images-copy0756.tif
759,307200,89.441,123.633,0,511,tiff_images-copy0757.tif
760,307200,1042.997,134.149,523,1274,tiff_images-copy0758.tif
761,307200,0.000,0.000,0,0,tiff_images-copy0759.tif
762,307200,29.858,36.445,0,191,tiff_images-copy0760.tif
763,307200,89.441,123.633,0,511,tiff_images-copy0761.tif
764,307200,31.067,32.979,0,132,tiff_images-copy0762.tif
765,307200,103.378,126.486,0,432,tiff_images-copy0763.tif
766,307200,1042.997,134.149,523,1274,tiff_images-copy0764.tif
767,307200,0.000,0.000,0,0,tiff_images-copy0765.tif
768,307200,31.067,32.979,0,132,tiff_images-copy0766.tif
769,307200,103.378,126.486,0,432,tiff_images-copy0767.tif
770,307200,21.819,31.471,0,183,tiff_images-copy0768.tif
771,307200,54.669,91.064,0,411,tiff_images-copy0769.tif
772,307200,1042.997,134.149,523,1274,tiff_images-copy0770.tif
773,307200,0.000,0.000,0,0,tiff_images-copy0771.tif
774,307200,21.819,31.471,0,183,tiff_images-copy0772.tif
775,307200,54.669,91.064,0,411,tiff_images-copy0773.tif
776,307200,29.967,37.247,0,169,tiff_images-copy0774.tif
777,307200,52.131,88.123,0,348,tiff_images-copy0775.tif
778,307200,1042.997,134.149,523,1274,tiff_images-copy0776.tif
779,307200,0.000,0.000,0,0,tiff_images-copy0777.tif
780,307200,29.967,37.247,0,169,tiff_images-copy0778.tif
781,307200,52.131,88.123,0,348,tiff_images-copy0779.tif
782,307200,30.338,35.857,0,153,tiff_images-copy0780.tif
783,307200,83.345,111.994,0,368,tiff_images-copy0781.tif
784,307200,1042.997,134.149,523,1274,tiff_images-copy0782.tif
785,307200,0.000,0.000,0,0,tiff_images-copy0783.tif
786,307200,30.338,35.857,0,153,tiff_images-copy0784.tif
787,307200,83.345,111.994,0,368,tiff_images-copy0785.tif
788,307200,34.658,45.037,0,207,tiff_images-copy0786.tif
789,307200,82.148,115.738,0,445,tiff_images-copy0787.tif
790,307200,1042.997,134.149,523,1274,tiff_images-copy0788.tif
791,307200,0.000,0.000,0,0,tiff_images-copy0789.tif
792,307200,34.658,45.037,0,207,tiff_images-copy0790.tif
793,307200,82.148,115.738,0,445,tiff_images-copy0791.tif
794,307200,33.311,47.256,0,205,tiff_images-copy0792.tif
795,307200,66.089,104.345,0,389,tiff_images-copy0793.tif
796,307200,1042.997,134.149,523,1274,tiff_images-copy0794.tif
797,307200,0.000,0.000,0,0,tiff_images-copy0795.tif
798,307200,33.311,47.256,0,205,tiff_images-copy0796.tif
799,307200,66.089,104.345,0,389,tiff_images-copy0797.tif
800,307200,37.187,43.023,0,310,tiff_images-copy0798.tif
801,307200,102.642,130.329,0,971,tiff_images-copy0799.tif
802,307200,1042.997,134.149,523,1274,tiff_images-copy0800.tif
803,307200,0.000,0.000,0,0,tiff_images-copy0801.tif
804,307200,37.187,43.023,0,310,tiff_images-copy0802.tif
805,307200,102.642,130.329,0,971,tiff_images-copy0803.tif
806,307200,23.981,35.641,0,184,tiff_images-copy0804.tif
807,307200,43.823,76.318,0,314,tiff_images-copy0805.tif
808,307200,1042.997,134.149,523,1274,tiff_images-copy0806.tif
809,307200,0.000,0.000,0,0,tiff_images-copy0807.tif
810,307200,23.981,35.641,0,184,tiff_images-copy0808.tif
811,307200,43.823,76.318,0,314,tiff_images-copy0809.tif
812,307200,35.997,42.724,0,182,tiff_images-copy0810.tif
813,307200,63.979,97.685,0,376,tiff_images-copy0811.tif
814,307200,1042.997,134.149,523,1274,tiff_images-copy0812.tif
815,307200,0.000,0.000,0,0,tiff_images-copy0813.tif
816,307200,35.997,42.724,0,182,tiff_images-copy0814.tif
817,307200,63.979,97.685,0,376,tiff_images-copy0815.tif
818,307200,27.233,35.493,0,192,tiff_images-copy0816.tif
819,307200,57.800,89.008,0,412,tiff_images-copy0817.tif
820,307200,1042.997,134.149,523,1274,tiff_images-copy0818.tif
821,307200,0.000,0.000,0,0,tiff_images-copy0819.tif
822,307200,27.233,35.493,0,192,tiff_images-copy0820.tif
823,307200,57.800,89.008,0,412,tiff_images-copy0821.tif
824,307200,46.380,50.993,0,182,tiff_images-copy0822.tif
825,307200,89.516,123.675,0,402,tiff_images-copy0823.tif
826,307200,1042.997,134.149,523,1274,tiff_images-copy0824.tif
827,307200,0.000,0.000,0,0,tiff_images-copy0825.tif
828,307200,46.380,50.993,0,182,tiff_images-copy0826.tif
829,307200,89.516,123.675,0,402,tiff_images-copy0827.tif
830,307200,31.178,45.885,0,246,tiff_images-copy0828.tif
831,307200,60.066,111.234,0,484,tiff_images-copy0829.tif
832,307200,1042.997,134.149,523,1274,tiff_images-copy0830.tif
833,307200,0.000,0.000,0,0,tiff_images-copy0831.tif
834,307200,31.178,45.885,0,246,tiff_images-copy0832.tif
835,307200,60.066,111.234,0,484,tiff_images-copy0833.tif
836,307200,28.917,38.549,0,266,tiff_images-copy0834.tif
837,307200,72.792,118.035,0,523,tiff_images-copy0835.tif
838,307200,1042.997,134.149,523,1274,tiff_images-copy0836.tif
839,307200,0.000,0.000,0,0,tiff_images-copy0837.tif
840,307200,28.917,38.549,0,266,tiff_images-copy0838.tif
841,307200,72.792,118.035,0,523,tiff_images-copy0839.tif
842,307200,32.450,39.122,0,158,tiff_images-copy0840.tif
843,307200,81.445,124.178,0,437,tiff_images-copy0841.tif
844,307200,1042.997,134.149,523,1274,tiff_images-copy0842.tif
845,307200,0.000,0.000,0,0,tiff_images-copy0843.tif
846,307200,32.450,39.122,0,158,tiff_images-copy0844.tif
847,307200,81.445,124.178,0,437,tiff_images-copy0845.tif
848,307200,18.613,32.079,0,179,tiff_images-copy0846.tif
849,307200,36.600,74.930,0,366,tiff_images-copy0847.tif
850,307200,1042.997,134.149,523,1274,tiff_images-copy0848.tif
851,307200,0.000,0.000,0,0,tiff_images-copy0849.tif
852,307200,18.613,32.079,0,179,tiff_images-copy0850.tif
853,307200,36.600,74.930,0,366,tiff_images-copy0851.tif
854,307200,21.155,26.602,0,135,tiff_images-copy0852.tif
855,307200,59.796,93.886,0,403,tiff_images-copy0853.tif
856,307200,1042.997,134.149,523,1274,tiff_images-copy0854.tif
857,307200,0.000,0.000,0,0,tiff_images-copy0855.tif
858,307200,21.155,26.602,0,135,tiff_images-copy0856.tif
859,307200,59.796,93.886,0,403,tiff_images-copy0857.tif
860,307200,25.799,33.670,0,223,tiff_images-copy0858.tif
861,307200,47.058,87.552,0,366,tiff_images-copy0859.tif
862,307200,1042.997,134.149,523,1274,tiff_images-copy0860.tif
863,307200,0.000,0.000,0,0,tiff_images-copy0861.tif
864,307200,25.799,33.670,0,223,tiff_images-copy0862.tif
865,307200,47.058,87.552,0,366,tiff_images-copy0863.tif
866,307200,20.159,36.070,0,216,tiff_images-copy0864.tif
867,307200,32.906,68.153,0,347,tiff_images-copy0865.tif
868,307200,1042.997,134.149,523,1274,tiff_images-copy0866.tif
869,307200,0.000,0.000,0,0,tiff_images-copy0867.tif
870,307200,20.159,36.070,0,216,tiff_images-copy0868.tif
871,307200,32.906,68.153,0,347,tiff_images-copy0869.tif
872,307200,36.964,54.017,0,272,tiff_images-copy0870.tif
873,307200,50.886,95.706,0,459,tiff_images-copy0871.tif
874,307200,1042.997,134.149,523,1274,tiff_images-copy0872.tif
875,307200,0.000,0.000,0,0,tiff_images-copy0873.tif
876,307200,36.964,54.017,0,272,tiff_images-copy0874.tif
877,307200,50.886,95.706,0,459,tiff_images-copy0875.tif
878,307200,22.748,35.521,0,185,tiff_images-copy0876.tif
879,307200,48.470,87.569,0,424,tiff_images-copy0877.tif
880,307200,1042.997,134.149,523,1274,tiff_images-copy0878.tif
881,307200,0.000,0.000,0,0,tiff_images-copy0879.tif
882,307200,22.748,35.521,0,185,tiff_images-copy0880.tif
883,307200,48.470,87.569,0,424,tiff_images-copy0881.tif
884,307200,40.662,40.032,0,180,tiff_images-copy0882.tif
885,307200,107.691,126.368,0,473,tiff_images-copy0883.tif
886,307200,1042.997,134.149,523,1274,tiff_images-copy0884.tif
887,307200,0.000,0.000,0,0,tiff_images-copy0885.tif
888,307200,40.662,40.032,0,180,tiff_images-copy0886.tif
889,307200,107.691,126.368,0,473,tiff_images-copy0887.tif
890,307200,35.193,52.245,0,239,tiff_images-copy0888.tif
891,307200,72.917,114.996,0,451,tiff_images-copy0889.tif
