 ,Label,Area,Mean,StdDev,Mode,Min,Max,MinThr,MaxThr,Filename
49,tiff_images - Copy0047.tif,60242,252.814,56.252,284,138,387,138,65535,tiff_images - Copy0047.tif
50,tiff_images - Copy0048.tif,52295,81.923,24.017,80,47,154,47,65535,tiff_images - Copy0048.tif
51,tiff_images - Copy0049.tif,47726,192.405,56.172,114,105,367,105,65535,tiff_images - Copy0049.tif
52,tiff_images - Copy0050.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0050.tif
53,tiff_images - Copy0051.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0051.tif
54,tiff_images - Copy0052.tif,52295,81.923,24.017,80,47,154,47,65535,tiff_images - Copy0052.tif
55,tiff_images - Copy0053.tif,47726,192.405,56.172,114,105,367,105,65535,tiff_images - Copy0053.tif
56,tiff_images - Copy0054.tif,72471,107.776,27.430,75,63,182,63,65535,tiff_images - Copy0054.tif
57,tiff_images - Copy0055.tif,60219,252.402,63.522,257,140,410,140,65535,tiff_images - Copy0055.tif
58,tiff_images - Copy0056.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0056.tif
59,tiff_images - Copy0057.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0057.tif
60,tiff_images - Copy0058.tif,72471,107.776,27.430,75,63,182,63,65535,tiff_images - Copy0058.tif
61,tiff_images - Copy0059.tif,60219,252.402,63.522,257,140,410,140,65535,tiff_images - Copy0059.tif
62,tiff_images - Copy0060.tif,45444,96.418,25.241,97,54,177,54,65535,tiff_images - Copy0060.tif
63,tiff_images - Copy0061.tif,46555,250.103,58.881,262,136,402,136,65535,tiff_images - Copy0061.tif
64,tiff_images - Copy0062.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0062.tif
65,tiff_images - Copy0063.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0063.tif
66,tiff_images - Copy0064.tif,45444,96.418,25.241,97,54,177,54,65535,tiff_images - Copy0064.tif
67,tiff_images - Copy0065.tif,46555,250.103,58.881,262,136,402,136,65535,tiff_images - Copy0065.tif
68,tiff_images - Copy0066.tif,69974,120.406,30.998,120,68,228,68,65535,tiff_images - Copy0066.tif
69,tiff_images - Copy0067.tif,68260,275.239,60.854,320,153,444,153,65535,tiff_images - Copy0067.tif
70,tiff_images - Copy0068.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0068.tif
71,tiff_images - Copy0069.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0069.tif
72,tiff_images - Copy0070.tif,69974,120.406,30.998,120,68,228,68,65535,tiff_images - Copy0070.tif
73,tiff_images - Copy0071.tif,68260,275.239,60.854,320,153,444,153,65535,tiff_images - Copy0071.tif
74,tiff_images - Copy0072.tif,74873,82.300,20.207,89,47,157,47,65535,tiff_images - Copy0072.tif
75,tiff_images - Copy0073.tif,81515,320.532,66.325,366,174,499,174,65535,tiff_images - Copy0073.tif
76,tiff_images - Copy0074.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0074.tif
77,tiff_images - Copy0075.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0075.tif
78,tiff_images - Copy0076.tif,74873,82.300,20.207,89,47,157,47,65535,tiff_images - Copy0076.tif
79,tiff_images - Copy0077.tif,81515,320.532,66.325,366,174,499,174,65535,tiff_images - Copy0077.tif
80,tiff_images - Copy0078.tif,93741,100.300,21.195,110,59,175,59,65535,tiff_images - Copy0078.tif
81,tiff_images - Copy0079.tif,92510,278.137,58.179,299,155,430,155,65535,tiff_images - Copy0079.tif
82,tiff_images - Copy0080.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0080.tif
83,tiff_images - Copy0081.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0081.tif
84,tiff_images - Copy0082.tif,93741,100.300,21.195,110,59,175,59,65535,tiff_images - Copy0082.tif
85,tiff_images - Copy0083.tif,92510,278.137,58.179,299,155,430,155,65535,tiff_images - Copy0083.tif
86,tiff_images - Copy0084.tif,75558,113.274,27.286,128,65,204,65,65535,tiff_images - Copy0084.tif
87,tiff_images - Copy0085.tif,70721,233.808,56.142,223,128,434,128,65535,tiff_images - Copy0085.tif
88,tiff_images - Copy0086.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0086.tif
89,tiff_images - Copy0087.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0087.tif
90,tiff_images - Copy0088.tif,75558,113.274,27.286,128,65,204,65,65535,tiff_images - Copy0088.tif
91,tiff_images - Copy0089.tif,70721,233.808,56.142,223,128,434,128,65535,tiff_images - Copy0089.tif
92,tiff_images - Copy0090.tif,63082,80.732,20.943,82,46,152,46,65535,tiff_images - Copy0090.tif
93,tiff_images - Copy0091.tif,61711,224.204,57.056,254,122,380,122,65535,tiff_images - Copy0091.tif
94,tiff_images - Copy0092.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0092.tif
95,tiff_images - Copy0093.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0093.tif
96,tiff_images - Copy0094.tif,63082,80.732,20.943,82,46,152,46,65535,tiff_images - Copy0094.tif
97,tiff_images - Copy0095.tif,61711,224.204,57.056,254,122,380,122,65535,tiff_images - Copy0095.tif
98,tiff_images - Copy0096.tif,44576,91.083,28.683,73,52,187,52,65535,tiff_images - Copy0096.tif
99,tiff_images - Copy0097.tif,42885,252.199,67.099,246,137,449,137,65535,tiff_images - Copy0097.tif
100,tiff_images - Copy0098.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0098.tif
101,tiff_images - Copy0099.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0099.tif
102,tiff_images - Copy0100.tif,44576,91.083,28.683,73,52,187,52,65535,tiff_images - Copy0100.tif
103,tiff_images - Copy0101.tif,42885,252.199,67.099,246,137,449,137,65535,tiff_images - Copy0101.tif
104,tiff_images - Copy0102.tif,60976,94.189,22.957,105,55,168,55,65535,tiff_images - Copy0102.tif
105,tiff_images - Copy0103.tif,58243,249.759,60.370,298,136,380,136,65535,tiff_images - Copy0103.tif
106,tiff_images - Copy0104.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0104.tif
107,tiff_images - Copy0105.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0105.tif
108,tiff_images - Copy0106.tif,60976,94.189,22.957,105,55,168,55,65535,tiff_images - Copy0106.tif
109,tiff_images - Copy0107.tif,58243,249.759,60.370,298,136,380,136,65535,tiff_images - Copy0107.tif
110,tiff_images - Copy0108.tif,68038,84.970,20.746,100,49,151,49,65535,tiff_images - Copy0108.tif
111,tiff_images - Copy0109.tif,68886,234.981,57.312,295,129,370,129,65535,tiff_images - Copy0109.tif
112,tiff_images - Copy0110.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0110.tif
113,tiff_images - Copy0111.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0111.tif
114,tiff_images - Copy0112.tif,68038,84.970,20.746,100,49,151,49,65535,tiff_images - Copy0112.tif
115,tiff_images - Copy0113.tif,68886,234.981,57.312,295,129,370,129,65535,tiff_images - Copy0113.tif
116,tiff_images - Copy0114.tif,51772,85.441,21.374,105,49,136,49,65535,tiff_images - Copy0114.tif
117,tiff_images - Copy0115.tif,45068,223.535,64.589,199,122,385,122,65535,tiff_images - Copy0115.tif
118,tiff_images - Copy0116.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0116.tif
119,tiff_images - Copy0117.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0117.tif
120,tiff_images - Copy0118.tif,51772,85.441,21.374,105,49,136,49,65535,tiff_images - Copy0118.tif
121,tiff_images - Copy0119.tif,45068,223.535,64.589,199,122,385,122,65535,tiff_images - Copy0119.tif
122,tiff_images - Copy0120.tif,52168,85.511,20.362,97,48,150,48,65535,tiff_images - Copy0120.tif
123,tiff_images - Copy0121.tif,53755,235.925,55.491,254,127,372,127,65535,tiff_images - Copy0121.tif
124,tiff_images - Copy0122.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0122.tif
125,tiff_images - Copy0123.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0123.tif
126,tiff_images - Copy0124.tif,52168,85.511,20.362,97,48,150,48,65535,tiff_images - Copy0124.tif
127,tiff_images - Copy0125.tif,53755,235.925,55.491,254,127,372,127,65535,tiff_images - Copy0125.tif
128,tiff_images - Copy0126.tif,59394,84.222,23.003,97,48,160,48,65535,tiff_images - Copy0126.tif
129,tiff_images - Copy0127.tif,51742,215.871,48.864,257,119,342,119,65535,tiff_images - Copy0127.tif
130,tiff_images - Copy0128.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0128.tif
131,tiff_images - Copy0129.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0129.tif
132,tiff_images - Copy0130.tif,59394,84.222,23.003,97,48,160,48,65535,tiff_images - Copy0130.tif
133,tiff_images - Copy0131.tif,51742,215.871,48.864,257,119,342,119,65535,tiff_images - Copy0131.tif
134,tiff_images - Copy0132.tif,60594,85.621,20.076,97,50,139,50,65535,tiff_images - Copy0132.tif
135,tiff_images - Copy0133.tif,59620,221.255,57.244,296,120,344,120,65535,tiff_images - Copy0133.tif
136,tiff_images - Copy0134.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0134.tif
137,tiff_images - Copy0135.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0135.tif
138,tiff_images - Copy0136.tif,60594,85.621,20.076,97,50,139,50,65535,tiff_images - Copy0136.tif
139,tiff_images - Copy0137.tif,59620,221.255,57.244,296,120,344,120,65535,tiff_images - Copy0137.tif
140,tiff_images - Copy0138.tif,56823,114.810,36.196,68,64,241,64,65535,tiff_images - Copy0138.tif
141,tiff_images - Copy0139.tif,55136,273.375,67.561,316,148,440,148,65535,tiff_images - Copy0139.tif
142,tiff_images - Copy0140.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0140.tif
143,tiff_images - Copy0141.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0141.tif
144,tiff_images - Copy0142.tif,56823,114.810,36.196,68,64,241,64,65535,tiff_images - Copy0142.tif
145,tiff_images - Copy0143.tif,55136,273.375,67.561,316,148,440,148,65535,tiff_images - Copy0143.tif
146,tiff_images - Copy0144.tif,61014,114.761,29.667,114,66,233,66,65535,tiff_images - Copy0144.tif
147,tiff_images - Copy0145.tif,62841,236.900,61.661,287,128,399,128,65535,tiff_images - Copy0145.tif
148,tiff_images - Copy0146.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0146.tif
149,tiff_images - Copy0147.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0147.tif
150,tiff_images - Copy0148.tif,61014,114.761,29.667,114,66,233,66,65535,tiff_images - Copy0148.tif
151,tiff_images - Copy0149.tif,62841,236.900,61.661,287,128,399,128,65535,tiff_images - Copy0149.tif
152,tiff_images - Copy0150.tif,55850,95.740,27.768,88,54,229,54,65535,tiff_images - Copy0150.tif
153,tiff_images - Copy0151.tif,57049,264.052,64.033,287,143,652,143,65535,tiff_images - Copy0151.tif
154,tiff_images - Copy0152.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0152.tif
155,tiff_images - Copy0153.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0153.tif
156,tiff_images - Copy0154.tif,55850,95.740,27.768,88,54,229,54,65535,tiff_images - Copy0154.tif
157,tiff_images - Copy0155.tif,57049,264.052,64.033,287,143,652,143,65535,tiff_images - Copy0155.tif
158,tiff_images - Copy0156.tif,94369,127.382,23.805,148,73,189,73,65535,tiff_images - Copy0156.tif
159,tiff_images - Copy0157.tif,93830,303.981,57.787,351,166,442,166,65535,tiff_images - Copy0157.tif
160,tiff_images - Copy0158.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0158.tif
161,tiff_images - Copy0159.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0159.tif
162,tiff_images - Copy0160.tif,94369,127.382,23.805,148,73,189,73,65535,tiff_images - Copy0160.tif
163,tiff_images - Copy0161.tif,93830,303.981,57.787,351,166,442,166,65535,tiff_images - Copy0161.tif
164,tiff_images - Copy0162.tif,65733,79.833,18.582,94,47,142,47,65535,tiff_images - Copy0162.tif
165,tiff_images - Copy0163.tif,56700,252.544,56.633,276,137,381,137,65535,tiff_images - Copy0163.tif
166,tiff_images - Copy0164.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0164.tif
167,tiff_images - Copy0165.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0165.tif
168,tiff_images - Copy0166.tif,65733,79.833,18.582,94,47,142,47,65535,tiff_images - Copy0166.tif
169,tiff_images - Copy0167.tif,56700,252.544,56.633,276,137,381,137,65535,tiff_images - Copy0167.tif
170,tiff_images - Copy0168.tif,73419,111.570,26.678,114,63,206,63,65535,tiff_images - Copy0168.tif
171,tiff_images - Copy0169.tif,70941,265.969,53.264,273,147,398,147,65535,tiff_images - Copy0169.tif
172,tiff_images - Copy0170.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0170.tif
173,tiff_images - Copy0171.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0171.tif
174,tiff_images - Copy0172.tif,73419,111.570,26.678,114,63,206,63,65535,tiff_images - Copy0172.tif
175,tiff_images - Copy0173.tif,70941,265.969,53.264,273,147,398,147,65535,tiff_images - Copy0173.tif
176,tiff_images - Copy0174.tif,61898,96.233,24.712,88,54,165,54,65535,tiff_images - Copy0174.tif
177,tiff_images - Copy0175.tif,65641,259.466,49.971,296,140,371,140,65535,tiff_images - Copy0175.tif
178,tiff_images - Copy0176.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0176.tif
179,tiff_images - Copy0177.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0177.tif
180,tiff_images - Copy0178.tif,61898,96.233,24.712,88,54,165,54,65535,tiff_images - Copy0178.tif
181,tiff_images - Copy0179.tif,65641,259.466,49.971,296,140,371,140,65535,tiff_images - Copy0179.tif
182,tiff_images - Copy0180.tif,96061,74.670,21.360,57,44,147,44,65535,tiff_images - Copy0180.tif
183,tiff_images - Copy0181.tif,85532,261.679,53.325,314,146,388,146,65535,tiff_images - Copy0181.tif
184,tiff_images - Copy0182.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0182.tif
185,tiff_images - Copy0183.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0183.tif
186,tiff_images - Copy0184.tif,96061,74.670,21.360,57,44,147,44,65535,tiff_images - Copy0184.tif
187,tiff_images - Copy0185.tif,85532,261.679,53.325,314,146,388,146,65535,tiff_images - Copy0185.tif
188,tiff_images - Copy0186.tif,71128,132.152,29.517,162,75,209,75,65535,tiff_images - Copy0186.tif
189,tiff_images - Copy0187.tif,69678,234.504,55.474,247,128,362,128,65535,tiff_images - Copy0187.tif
190,tiff_images - Copy0188.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0188.tif
191,tiff_images - Copy0189.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0189.tif
192,tiff_images - Copy0190.tif,71128,132.152,29.517,162,75,209,75,65535,tiff_images - Copy0190.tif
193,tiff_images - Copy0191.tif,69678,234.504,55.474,247,128,362,128,65535,tiff_images - Copy0191.tif
194,tiff_images - Copy0192.tif,76214,116.576,25.219,124,65,188,65,65535,tiff_images - Copy0192.tif
195,tiff_images - Copy0193.tif,75739,261.011,56.646,328,143,380,143,65535,tiff_images - Copy0193.tif
196,tiff_images - Copy0194.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0194.tif
197,tiff_images - Copy0195.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0195.tif
198,tiff_images - Copy0196.tif,76214,116.576,25.219,124,65,188,65,65535,tiff_images - Copy0196.tif
199,tiff_images - Copy0197.tif,75739,261.011,56.646,328,143,380,143,65535,tiff_images - Copy0197.tif
200,tiff_images - Copy0198.tif,81492,80.973,24.908,52,47,159,47,65535,tiff_images - Copy0198.tif
201,tiff_images - Copy0199.tif,57302,245.979,56.530,305,132,379,132,65535,tiff_images - Copy0199.tif
202,tiff_images - Copy0200.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0200.tif
203,tiff_images - Copy0201.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0201.tif
204,tiff_images - Copy0202.tif,81492,80.973,24.908,52,47,159,47,65535,tiff_images - Copy0202.tif
205,tiff_images - Copy0203.tif,57302,245.979,56.530,305,132,379,132,65535,tiff_images - Copy0203.tif
206,tiff_images - Copy0204.tif,70251,137.056,31.486,135,76,220,76,65535,tiff_images - Copy0204.tif
207,tiff_images - Copy0205.tif,71098,243.926,55.583,257,134,376,134,65535,tiff_images - Copy0205.tif
208,tiff_images - Copy0206.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0206.tif
209,tiff_images - Copy0207.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0207.tif
210,tiff_images - Copy0208.tif,70251,137.056,31.486,135,76,220,76,65535,tiff_images - Copy0208.tif
211,tiff_images - Copy0209.tif,71098,243.926,55.583,257,134,376,134,65535,tiff_images - Copy0209.tif
212,tiff_images - Copy0210.tif,67731,88.596,19.976,91,50,168,50,65535,tiff_images - Copy0210.tif
213,tiff_images - Copy0211.tif,68456,263.172,55.382,289,143,461,143,65535,tiff_images - Copy0211.tif
214,tiff_images - Copy0212.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0212.tif
215,tiff_images - Copy0213.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0213.tif
216,tiff_images - Copy0214.tif,67731,88.596,19.976,91,50,168,50,65535,tiff_images - Copy0214.tif
217,tiff_images - Copy0215.tif,68456,263.172,55.382,289,143,461,143,65535,tiff_images - Copy0215.tif
218,tiff_images - Copy0216.tif,112960,92.300,17.831,108,55,145,55,65535,tiff_images - Copy0216.tif
219,tiff_images - Copy0217.tif,112856,259.542,47.073,302,146,357,146,65535,tiff_images - Copy0217.tif
220,tiff_images - Copy0218.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0218.tif
221,tiff_images - Copy0219.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0219.tif
222,tiff_images - Copy0220.tif,112960,92.300,17.831,108,55,145,55,65535,tiff_images - Copy0220.tif
223,tiff_images - Copy0221.tif,112856,259.542,47.073,302,146,357,146,65535,tiff_images - Copy0221.tif
224,tiff_images - Copy0222.tif,69714,103.028,21.432,114,58,204,58,65535,tiff_images - Copy0222.tif
225,tiff_images - Copy0223.tif,69172,244.390,48.223,289,132,437,132,65535,tiff_images - Copy0223.tif
226,tiff_images - Copy0224.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0224.tif
227,tiff_images - Copy0225.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0225.tif
228,tiff_images - Copy0226.tif,69714,103.028,21.432,114,58,204,58,65535,tiff_images - Copy0226.tif
229,tiff_images - Copy0227.tif,69172,244.390,48.223,289,132,437,132,65535,tiff_images - Copy0227.tif
230,tiff_images - Copy0228.tif,109304,113.307,28.982,130,68,223,68,65535,tiff_images - Copy0228.tif
231,tiff_images - Copy0229.tif,119011,259.981,54.908,306,143,461,143,65535,tiff_images - Copy0229.tif
232,tiff_images - Copy0230.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0230.tif
233,tiff_images - Copy0231.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0231.tif
234,tiff_images - Copy0232.tif,109304,113.307,28.982,130,68,223,68,65535,tiff_images - Copy0232.tif
235,tiff_images - Copy0233.tif,119011,259.981,54.908,306,143,461,143,65535,tiff_images - Copy0233.tif
236,tiff_images - Copy0234.tif,128664,106.061,20.053,120,63,171,63,65535,tiff_images - Copy0234.tif
237,tiff_images - Copy0235.tif,130361,257.658,50.571,289,146,379,146,65535,tiff_images - Copy0235.tif
238,tiff_images - Copy0236.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0236.tif
239,tiff_images - Copy0237.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0237.tif
240,tiff_images - Copy0238.tif,128664,106.061,20.053,120,63,171,63,65535,tiff_images - Copy0238.tif
241,tiff_images - Copy0239.tif,130361,257.658,50.571,289,146,379,146,65535,tiff_images - Copy0239.tif
242,tiff_images - Copy0240.tif,82746,93.130,22.248,108,55,168,55,65535,tiff_images - Copy0240.tif
243,tiff_images - Copy0241.tif,91045,242.009,55.910,291,133,378,133,65535,tiff_images - Copy0241.tif
244,tiff_images - Copy0242.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0242.tif
245,tiff_images - Copy0243.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0243.tif
246,tiff_images - Copy0244.tif,82746,93.130,22.248,108,55,168,55,65535,tiff_images - Copy0244.tif
247,tiff_images - Copy0245.tif,91045,242.009,55.910,291,133,378,133,65535,tiff_images - Copy0245.tif
248,tiff_images - Copy0246.tif,68483,94.386,19.709,110,52,142,52,65535,tiff_images - Copy0246.tif
249,tiff_images - Copy0247.tif,67779,233.666,49.478,278,127,340,127,65535,tiff_images - Copy0247.tif
250,tiff_images - Copy0248.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0248.tif
251,tiff_images - Copy0249.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0249.tif
252,tiff_images - Copy0250.tif,68483,94.386,19.709,110,52,142,52,65535,tiff_images - Copy0250.tif
253,tiff_images - Copy0251.tif,67779,233.666,49.478,278,127,340,127,65535,tiff_images - Copy0251.tif
254,tiff_images - Copy0252.tif,38219,96.335,30.238,84,55,186,55,65535,tiff_images - Copy0252.tif
255,tiff_images - Copy0253.tif,39505,236.713,68.849,237,127,445,127,65535,tiff_images - Copy0253.tif
256,tiff_images - Copy0254.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0254.tif
257,tiff_images - Copy0255.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0255.tif
258,tiff_images - Copy0256.tif,38219,96.335,30.238,84,55,186,55,65535,tiff_images - Copy0256.tif
259,tiff_images - Copy0257.tif,39505,236.713,68.849,237,127,445,127,65535,tiff_images - Copy0257.tif
260,tiff_images - Copy0258.tif,40491,108.286,34.528,88,60,219,60,65535,tiff_images - Copy0258.tif
261,tiff_images - Copy0259.tif,42822,240.415,69.832,228,130,442,130,65535,tiff_images - Copy0259.tif
262,tiff_images - Copy0260.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0260.tif
263,tiff_images - Copy0261.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0261.tif
264,tiff_images - Copy0262.tif,40491,108.286,34.528,88,60,219,60,65535,tiff_images - Copy0262.tif
265,tiff_images - Copy0263.tif,42822,240.415,69.832,228,130,442,130,65535,tiff_images - Copy0263.tif
266,tiff_images - Copy0264.tif,40056,96.933,29.502,74,53,179,53,65535,tiff_images - Copy0264.tif
267,tiff_images - Copy0265.tif,40079,206.502,62.564,155,111,377,111,65535,tiff_images - Copy0265.tif
268,tiff_images - Copy0266.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0266.tif
269,tiff_images - Copy0267.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0267.tif
270,tiff_images - Copy0268.tif,40056,96.933,29.502,74,53,179,53,65535,tiff_images - Copy0268.tif
271,tiff_images - Copy0269.tif,40079,206.502,62.564,155,111,377,111,65535,tiff_images - Copy0269.tif
272,tiff_images - Copy0270.tif,49070,86.066,26.305,52,49,170,49,65535,tiff_images - Copy0270.tif
273,tiff_images - Copy0271.tif,42742,174.545,46.960,186,95,306,95,65535,tiff_images - Copy0271.tif
274,tiff_images - Copy0272.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0272.tif
275,tiff_images - Copy0273.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0273.tif
276,tiff_images - Copy0274.tif,49070,86.066,26.305,52,49,170,49,65535,tiff_images - Copy0274.tif
277,tiff_images - Copy0275.tif,42742,174.545,46.960,186,95,306,95,65535,tiff_images - Copy0275.tif
278,tiff_images - Copy0276.tif,42819,94.815,28.384,83,53,178,53,65535,tiff_images - Copy0276.tif
279,tiff_images - Copy0277.tif,41611,210.283,53.075,209,113,356,113,65535,tiff_images - Copy0277.tif
280,tiff_images - Copy0278.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0278.tif
281,tiff_images - Copy0279.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0279.tif
282,tiff_images - Copy0280.tif,42819,94.815,28.384,83,53,178,53,65535,tiff_images - Copy0280.tif
283,tiff_images - Copy0281.tif,41611,210.283,53.075,209,113,356,113,65535,tiff_images - Copy0281.tif
284,tiff_images - Copy0282.tif,35742,104.375,37.723,71,58,212,58,65535,tiff_images - Copy0282.tif
285,tiff_images - Copy0283.tif,35870,230.981,76.587,184,125,443,125,65535,tiff_images - Copy0283.tif
286,tiff_images - Copy0284.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0284.tif
287,tiff_images - Copy0285.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0285.tif
288,tiff_images - Copy0286.tif,35742,104.375,37.723,71,58,212,58,65535,tiff_images - Copy0286.tif
289,tiff_images - Copy0287.tif,35870,230.981,76.587,184,125,443,125,65535,tiff_images - Copy0287.tif
290,tiff_images - Copy0288.tif,50892,117.657,33.937,112,66,234,66,65535,tiff_images - Copy0288.tif
291,tiff_images - Copy0289.tif,52785,227.109,70.190,146,123,429,123,65535,tiff_images - Copy0289.tif
292,tiff_images - Copy0290.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0290.tif
293,tiff_images - Copy0291.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0291.tif
294,tiff_images - Copy0292.tif,50892,117.657,33.937,112,66,234,66,65535,tiff_images - Copy0292.tif
295,tiff_images - Copy0293.tif,52785,227.109,70.190,146,123,429,123,65535,tiff_images - Copy0293.tif
296,tiff_images - Copy0294.tif,64961,141.407,32.782,164,79,225,79,65535,tiff_images - Copy0294.tif
297,tiff_images - Copy0295.tif,66167,243.298,58.349,279,133,378,133,65535,tiff_images - Copy0295.tif
298,tiff_images - Copy0296.tif,192643,1120.207,61.514,1108,1008,1264,1008,65535,tiff_images - Copy0296.tif
299,tiff_images - Copy0297.tif,269400,0.000,0.000,0,0,0,0,0,tiff_images - Copy0297.tif
300,tiff_images - Copy0298.tif,64961,141.407,32.782,164,79,225,79,65535,tiff_images - Copy0298.tif
301,tiff_images - Copy0299.tif,66167,243.298,58.349,279,133,378,133,65535,tiff_images - Copy0299.tif
302,tiff_images - Copy0300.tif,49333,93.280,31.075,80,52,197,52,65535,tiff_images - Copy0300.tif
303,tiff_images - Copy0301.tif,49993,261.368,74.602,254,140,495,140,65535,tiff_images - Copy0301.tif
