Date,SampleID ,Sample,Weight_g,Temperature_C,Notes
5/10/26,PC-242-A1,Coral,6.1516,26.71,
5/10/26,PC-242-A2,Coral,4.4986,26.45,
5/10/26,PC-242-A3,Coral,6.5418,26.93,
5/10/26,PC-242-H1,Coral,4.486,31.11,
5/10/26,PC-242-H2,Coral,5.1251,31.08,looks sick
5/10/26,PC-242-H3,Coral,4.39,31.04,
5/10/26,PC-243-A1,Coral,6.3578,26.71,
5/10/26,PC-243-A2,Coral,6.1513,26.45,
5/10/26,PC-243-A3,Coral,5.9939,26.93,
5/10/26,PC-243-H1,Coral,5.9022,31.11,
5/10/26,PC-243-H2,Coral,5.3917,31.08,
5/10/26,PC-243-H3,Coral,3.3999,31.04,
5/10/26,PC-244-A1,Coral,5.2616,26.71,
5/10/26,PC-244-A2,Coral,4.8339,26.45,
5/10/26,PC-244-A3,Coral,4.2272,26.93,
5/10/26,PC-244-H1,Coral,4.8688,31.11,
5/10/26,PC-244-H2,Coral,3.613,31.08,
5/10/26,PC-244-H3,Coral,4.0645,31.04,
5/10/26,PC-247-A1,Coral,5.9118,26.71,
5/10/26,PC-247-A2,Coral,4.948,26.45,
5/10/26,PC-247-A3,Coral,4.4183,26.93,
5/10/26,PC-247-H1,Coral,4.8653,31.11,
5/10/26,PC-247-H2,Coral,3.6211,31.08,
5/10/26,PC-247-H3,Coral,4.5222,31.04,
5/10/26,PC-248-A1,Coral,9.3951,26.71,
5/10/26,PC-248-A2,Coral,5.9611,26.45,
5/10/26,PC-248-A3,Coral,6.8482,26.93,
5/10/26,PC-248-H1,Coral,4.8152,31.11,
5/10/26,PC-248-H2,Coral,5.6776,31.08,
5/10/26,PC-248-H3,Coral,7.996,31.04,
5/10/26,PC-26-A1,Coral,8.607,26.71,
5/10/26,PC-26-A2,Coral,5.2708,26.45,
5/10/26,PC-26-A3,Coral,8.5764,26.93,
5/10/26,PC-26-H1,Coral,10.8293,31.11,
5/10/26,PC-26-H2,Coral,7.4717,31.08,
5/10/26,PC-26-H3,Coral,5.1731,31.04,
5/10/26,PC-27-A1,Coral,3.6738,26.71,
5/10/26,PC-27-A2,Coral,3.2271,26.45,
5/10/26,PC-27-A3,Coral,4.0591,26.93,
5/10/26,PC-27-H1,Coral,3.1146,31.11,
5/10/26,PC-27-H2,Coral,3.2914,31.08,
5/10/26,PC-27-H3,Coral,3.4146,31.04,
5/10/26,PC-28-A1,Coral,3.5727,26.71,
5/10/26,PC-28-A2,Coral,4.1731,26.45,
5/10/26,PC-28-A3,Coral,3.9255,26.93,
5/10/26,PC-28-H1,Coral,3.7518,31.11,
5/10/26,PC-28-H2,Coral,4.28,31.08,
5/10/26,PC-28-H3,Coral,6.0798,31.04,
5/10/26,PC-29-A1,Coral,3.4135,26.71,
5/10/26,PC-29-A2,Coral,4.359,26.45,
5/10/26,PC-29-A3,Coral,3.8347,26.93,
5/10/26,PC-29-H1,Coral,5.2088,31.11,
5/10/26,PC-29-H2,Coral,3.932,31.08,
5/10/26,PC-29-H3,Coral,4.1662,31.04,
5/10/26,PC-41-A1,Coral,4.4583,26.71,
5/10/26,PC-41-A2,Coral,5.2098,26.45,
5/10/26,PC-41-A3,Coral,6.4043,26.93,
5/10/26,PC-41-H1,Coral,6.1736,31.11,
5/10/26,PC-41-H2,Coral,4.9845,31.08,
5/10/26,PC-41-H3,Coral,3.8794,31.04,
5/10/26,PC-42-A1,Coral,3.7443,26.71,
5/10/26,PC-42-A2,Coral,4.3096,26.45,
5/10/26,PC-42-A3,Coral,4.1488,26.93,
5/10/26,PC-42-H1,Coral,3.7043,31.11,
5/10/26,PC-42-H2,Coral,4.7483,31.08,
5/10/26,PC-42-H3,Coral,3.7902,31.04,
5/10/26,PC-43-A1,Coral,4.4084,26.71,
5/10/26,PC-43-A2,Coral,3.8882,26.45,
5/10/26,PC-43-A3,Coral,6.4313,26.93,
5/10/26,PC-43-H1,Coral,5.9066,31.11,
5/10/26,PC-43-H2,Coral,4.4055,31.08,
5/10/26,PC-43-H3,Coral,6.1967,31.04,
5/10/26,PC-44-A1,Coral,8.3066,26.71,
5/10/26,PC-44-A2,Coral,5.7693,26.45,
5/10/26,PC-44-A3,Coral,5.0881,26.93,
5/10/26,PC-44-H1,Coral,7.5429,31.11,
5/10/26,PC-44-H2,Coral,5.1325,31.08,
5/10/26,PC-44-H3,Coral,6.3895,31.04,
5/10/26,MC-12-A1-pHi,Coral,4.2523,26.71,
5/10/26,MC-19-A1-pHi,Coral,5.843,26.71,
5/10/26,MC-19-A3-pHi,Coral,4.8204,26.93,
5/10/26,MC-20-A1-pHi,Coral,4.3194,26.71,
5/10/26,MC-203-A1-pHi,Coral,3.7675,26.71,
5/10/26,MC-204-A1-pHI,Coral,4.2302,26.71,
5/10/26,MC-206-A1-pHi,Coral,3.5663,26.71,
5/10/26,MC-209-A1-pHi,Coral,6.1662,26.71,
5/10/26,MC-211-A1-pHi,Coral,3.3129,26.71,
5/10/26,MC-213-A1-pHi,Coral,6.8601,26.71,
5/10/26,MC-214-A1-pHi,Coral,3.9234,26.71,
5/10/26,MC-221-A1-pHi,Coral,5.4868,26.71,
5/10/26,S1,Standard - Ambient,16.101,26.55,
5/10/26,S2,Standard - Ambient,16.098,26.55,
5/10/26,S3,Standard - Ambient,16.1111,26.55,
5/10/26,MC-221-A3-pHi,Coral,3.7301,26.93,
5/10/26,MC-213-A3-pHi,Coral,3.9883,26.93,
5/10/26,MC-206-A3-pHi,Coral,3.6906,26.93,
5/10/26,MC-214-A3-pHi,Coral,3.9104,26.93,
5/10/26,MC-204-A3-pHi,Coral,5.1105,26.93,
5/10/26,MC-203-A3-pHi,Coral,4.6587,26.93,
5/10/26,MC-20-A3-pHi,Coral,6.6756,26.93,
5/10/26,MC-209-A3-pHi,Coral,5.507,26.93,
5/10/26,MC-12-A3-pHi,Coral,5.5216,26.93,
5/10/26,MC-20-A2-pHi,Coral,7.7354,26.45,
5/10/26,MC-206-A2-pHi,Coral,3.2639,26.45,
5/10/26,MC-19-A2-pHi,Coral,4.534,26.45,
5/10/26,MC-213-A2-pHi,Coral,3.9789,26.45,
5/10/26,MC-209-A2-pHi,Coral,3.5095,26.45,
5/10/26,MC-203-A2-pHi,Coral,3.4256,26.45,
5/10/26,MC-12-A2-pHi,Coral,3.6524,26.45,
5/10/26,MC-204-A2-pHi,Coral,5.3286,26.45,
5/10/26,MC-214-A2-pHi,Coral,3.6784,26.45,
5/10/26,MC-221-A2-pHi,Coral,4.8456,26.45,
5/10/26,MC-221-H2-pHi,Coral,3.97,31.08,
5/10/26,MC-206-H2-pHi,Coral,4.1129,31.08,
5/10/26,MC-209-H2-pHi,Coral,3.625,31.08,
5/10/26,MC-12-H2-pHi,Coral,4.0021,31.08,
5/10/26,MC-20-H2-pHi,Coral,5.2278,31.08,
5/10/26,MC-19-H2-pHi,Coral,3.7746,31.08,
5/10/26,MC-211-H2-pHi,Coral,2.8731,31.08,
5/10/26,MC-203-H2-pHi,Coral,3.8041,31.08,
5/10/26,MC-214-H2-pHi,Coral,3.7456,31.08,
5/10/26,MC-204-H2-pHi,Coral,3.7298,31.08,
5/10/26,MC-206-H3-pHi,Coral,4.5283,31.04,
5/10/26,MC-203-H3-pHi,Coral,4.2844,31.04,
5/10/26,MC-214-H3-pHi,Coral,3.6773,31.04,
5/10/26,MC-204-H3-pHi,Coral,3.8107,31.04,
5/10/26,MC-209-H3-pHi,Coral,6.6702,31.04,
5/10/26,MC-221-H3-pHi,Coral,4.8322,31.04,
5/10/26,MC-211-H3-pHi,Coral,3.312,31.04,
5/10/26,MC-12-H3-pHi,Coral,3.8185,31.04,
5/10/26,MC-20-H3-pHi,Coral,4.2749,31.04,
5/10/26,MC-213-H3-pHi,Coral,3.5902,31.04,
5/10/26,MC-19-H3-pHi,Coral,3.9868,31.04,
5/10/26,MC-221-H1-pHi,Coral,4.1942,31.11,
5/10/26,MC-213-H1-pHi,Coral,3.6112,31.11,
5/10/26,MC-12-H1-pHi,Coral,3.5451,31.11,
5/10/26,MC-206-H1-pHi,Coral,4.4316,31.11,
5/10/26,MC-204-H1-pHi,Coral,3.8035,31.11,
5/10/26,MC-209-H1-pHi,Coral,4.6534,31.11,
5/10/26,MC-19-H1-pHi,Coral,3.7441,31.11,
5/10/26,MC-20-H1-pHi,Coral,4.658,31.11,
5/10/26,MC-214-H1-pHi,Coral,3.8083,31.11,
5/10/26,MC-203-H1-pHi,Coral,4.7109,31.11,
5/10/26,S1,Standard - High,16.0674,30.9,
5/10/26,S2,Standard - High,16.0433,30.9,
5/10/26,S3,Standard - High,16.0655,30.9,
5/10/2026,S1,Standard - Air,18.5339,23.36,Standard in air
5/10/2026,S2,Standard - Air,18.5494,23.36,Standard in air
5/10/2026,S3,Standard - Air,18.5237,23.36,Standard in air
